1 34 84
2 34 200
3 34 93
4 34 232
5 34 155
6 34 266
7 34 136
8 34 100
9 34 233
10 34 67
11 34 122
12 34 64
13 56 41
14 34 245
15 34 189
16 34 220
17 34 118
18 34 227
19 34 60
20 34 156
21 34 143
22 34 200
23 34 174
24 34 200
25 34 125
26 34 211
27 34 103
28 56 30
29 56 29
30 34 258
31 34 139
32 34 147
33 34 183
34 56 32
34 35 237
34 36 168
34 37 92
34 39 99
34 41 217
34 42 119
34 43 98
34 44 82
34 45 148
34 46 160
34 47 169
34 48 85
34 49 32
34 50 116
34 51 132
34 52 33
34 53 150
34 54 139
34 55 184
34 57 220
34 58 167
38 56 18
40 56 13
