1 44 3.0434782608695654
1 10 2.933333333333333
1 17 3.0
1 37 2.7547169811320757
4 14 11.82857142857143
5 32 4.2631578947368425
10 56 18.49333333333333
13 56 3.8536585365853657
14 35 5.833333333333332
23 32 4.2615384615384615
26 35 5.928571428571429
26 45 3.3181818181818183
26 46 8.4
26 58 10.08695652173913
28 38 2.9166666666666665
29 34 3.276595744680851
29 38 17.695652173913047
32 45 3.592592592592593
32 46 8.6
32 58 6.1923076923076925
34 56 4.9375
38 56 21.11111111111111
40 56 6.384615384615384
45 51 2.6666666666666665
46 51 2.7586206896551726
49 56 8.40625
51 58 2.5588235294117645
